GHCND:USC00407359 20100609                     199                      50                     730                      56                     830                      63                     631                      60 
GHCND:USC00407359 20100610                     200                      50                     733                      56                     833                      62                     633                      60 
GHCND:USC00407359 20100611                     200                      50                     736                      55                     836                      61                     636                      59 
GHCND:USC00407359 20100612                     200                      50                     739                      54                     839                      61                     639                      58 
GHCND:USC00407359 20100613                     200                      49                     741                      54                     841                      60                     642                      58 
GHCND:USC00407359 20100614                     200                      49                     744                      53                     844                      59                     644                      57 
GHCND:USC00407359 20100615                     200                      49                     747                      52                     847                      58                     647                      57 
GHCND:USC00407359 20100616                     200                      48                     749                      52                     850                      58                     649                      56 
GHCND:USC00407359 20100617                     200                      48                     752                      51                     852                      57                     652                      56 
GHCND:USC00407359 20100618                     200                      48                     754                      50                     855                      56                     654                      55 
GHCND:USC00407359 20100619                     201                      48                     757                      50                     857                      56                     657                      55 
GHCND:USC00407359 20100620                     201                      48                     759                      49                     859                      55                     659                      54 
GHCND:USC00407359 20100621                     201                      47                     761                      48                     862                      54                     661                      53 
GHCND:USC00407359 20100622                     201                      47                     764                      48                     864                      53                     663                      53 
GHCND:USC00407359 20100623                     201                      47                     766                      47                     866                      53                     665                      52 
GHCND:USC00407359 20100624                     201                      46                     768                      46                     868                      52                     667                      52 
GHCND:USC00407359 20100625                     201                      46                     769                      46                     870                      51                     669                      51 
GHCND:USC00407359 20100626                     201                      46                     771                      45                     871                      51                     671                      51 
GHCND:USC00407359 20100627                     201                      46                     773                      45                     873                      50                     673                      50 
GHCND:USC00407359 20100628                     200                      46                     774                      44                     875                      50                     674                      49 
GHCND:USC00407359 20100629                     200                      46                     776                      44                     876                      50                     676                      49 
GHCND:USC00407359 20100630                     200                      45                     777                      43                     877                      49                     677                      49 
GHCND:USC00407359 20100701                     200                      45                     778                      43                     878                      49                     678                      48 
GHCND:USC00407359 20100702                     200                      45                     780                      43                     879                      49                     680                      48 
GHCND:USC00407359 20100703                     200                      45                     781                      42                     880                      49                     681                      47 
GHCND:USC00407359 20100704                     200                      45                     781                      42                     881                      48                     682                      47 
GHCND:USC00407359 20100705                     200                      45                     782                      42                     882                      48                     682                      46 
GHCND:USC00407359 20100706                     199                      45                     783                      41                     883                      48                     683                      46 
GHCND:USC00407359 20100707                     199                      45                     784                      41                     883                      48                     684                      46 
GHCND:USC00407359 20100708                     199                      45                     784                      41                     884                      48                     685                      45 
GHCND:USC00407359 20100709                     199                      45                     785                      41                     884                      48                     685                      45 
GHCND:USC00407359 20100710                     199                      44                     785                      41                     884                      48                     685                      45 
GHCND:USC00407359 20100711                     199                      44                     785                      41                     884                      48                     686                      44 
GHCND:USC00407359 20100712                     199                      44                     785                      41                     885                      48                     686                      44 
GHCND:USC00407359 20100713                     198                      44                     785                      41                     885                      49                     686                      44 
GHCND:USC00407359 20100714                     198                      44                     785                      41                     885                      49                     686                      44 
GHCND:USC00407359 20100715                     198                      43                     785                      41                     885                      49                     686                      43 
GHCND:USC00407359 20100716                     198                      43                     785                      41                     885                      49                     686                      43 
GHCND:USC00407359 20100717                     198                      43                     785                      41                     884                      49                     686                      43 
GHCND:USC00407359 20100718                     198                      43                     785                      41                     884                      49                     686                      43 
GHCND:USC00407359 20100719                     198                      43                     785                      41                     884                      50                     686                      43 
GHCND:USC00407359 20100720                     198                      43                     785                      41                     884                      50                     686                      43 
GHCND:USC00407359 20100721                     198                      42                     784                      42                     884                      50                     685                      43 
GHCND:USC00407359 20100722                     198                      42                     784                      42                     883                      50                     685                      43 
GHCND:USC00407359 20100723                     199                      42                     784                      42                     883                      51                     685                      44 
GHCND:USC00407359 20100724                     199                      42                     784                      43                     883                      51                     684                      44 
